filename,width,height,class,xmin,ymin,xmax,ymax
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1200.jpg,720,576,person,260,124,273,136
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1200.jpg,720,576,person,284,132,295,144
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1200.jpg,720,576,person,528,115,541,126
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1200.jpg,720,576,person,5,223,18,238
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1200.jpg,720,576,person,695,149,707,163
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1200.jpg,720,576,person,303,78,309,84
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1200.jpg,720,576,person,264,91,271,97
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1200.jpg,720,576,person,272,84,279,91
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,118,394,143,418
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,212,240,234,262
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,541,393,571,425
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,518,417,541,446
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,364,335,389,364
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,377,309,396,326
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,115,133,126,145
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,616,257,634,277
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,312,121,324,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,537,100,549,110
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,299,75,308,83
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,162,123,173,132
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,303,330,322,349
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,576,136,588,148
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,561,112,571,125
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,627,157,641,171
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,618,128,632,144
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,593,114,605,127
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,510,102,520,113
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,264,92,270,99
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,266,86,274,94
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,272,81,279,89
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1300.jpg,720,576,person,323,81,331,89
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,526,355,551,380
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,561,408,587,436
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,649,272,672,295
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,587,243,608,263
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,222,233,241,254
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,110,203,127,218
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,63,267,80,283
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,154,238,168,251
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,203,212,218,230
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,308,122,323,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,261,141,273,153
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,210,139,223,152
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,112,134,124,146
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,239,124,251,137
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,533,103,543,113
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,549,103,557,112
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,519,111,528,121
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,339,343,359,362
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,284,299,305,320
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,378,263,394,277
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,410,264,424,276
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,426,260,438,272
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,270,82,280,93
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,295,99,303,107
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,637,212,655,227
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,162,121,169,131
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,669,114,680,126
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,670,150,680,162
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1400.jpg,720,576,person,706,143,720,161
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,241,241,255,259
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,221,494,257,526
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,560,387,588,417
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,459,267,473,282
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,438,286,456,303
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,388,253,403,271
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,409,258,426,274
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,382,380,404,398
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,374,497,418,543
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,630,261,652,284
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,634,325,659,349
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,310,119,323,133
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,274,93,284,103
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,298,119,307,128
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,306,82,315,92
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,334,330,354,350
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,356,320,371,337
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,326,260,342,277
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,549,95,557,106
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,47,184,62,202
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,3,208,15,222
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,644,184,656,200
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,597,123,610,138
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,159,130,170,140
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1500.jpg,720,576,person,264,88,273,98
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,239,240,257,260
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,310,121,322,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,75,290,97,310
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,40,332,62,354
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,6,365,29,387
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,434,280,448,295
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,482,394,505,416
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,411,270,426,287
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,386,268,402,284
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,341,260,355,273
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,6,268,26,285
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,157,133,167,143
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,1,224,12,237
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1600.jpg,720,576,person,264,91,272,99
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,237,242,258,261
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,309,121,323,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,361,341,380,360
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,300,386,318,406
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,431,289,449,303
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,364,270,379,284
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,341,272,355,287
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,557,110,567,120
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,277,291,297,312
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,678,208,693,225
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,606,119,617,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,157,122,171,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,263,90,272,101
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1700.jpg,720,576,person,608,149,618,160
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,234,242,253,260
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,262,139,277,152
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,307,121,325,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,132,122,145,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,157,125,172,137
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,237,438,261,462
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,272,445,296,472
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,394,272,411,290
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,359,271,375,287
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,554,168,574,187
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,556,118,568,131
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,576,114,586,127
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,515,81,529,94
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,534,84,548,98
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,266,78,279,91
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,319,75,328,85
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,63,211,76,227
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1800.jpg,720,576,person,20,214,36,232
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,403,261,417,274
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,237,341,261,370
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,235,242,253,260
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,163,297,184,320
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,126,195,141,211
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,310,122,322,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,68,269,84,286
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,695,146,706,157
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,355,273,369,289
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,116,137,129,150
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,19,189,33,203
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,159,122,174,135
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,30,273,43,288
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,668,110,680,122
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,264,91,271,98
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,134,134,145,146
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame1900.jpg,720,576,person,604,109,613,120
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,78,422,103,449
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,301,303,321,326
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,645,406,672,434
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,634,302,659,326
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,708,257,720,279
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,364,357,387,380
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,376,312,399,335
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,378,253,396,270
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,341,257,360,275
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,237,196,259,218
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,177,185,200,203
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,307,126,321,137
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,287,111,300,121
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,49,173,66,187
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,18,187,33,202
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,161,122,172,135
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,126,126,140,138
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,671,109,684,122
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,74,198,92,216
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,692,147,706,161
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,662,149,677,164
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,106,142,121,155
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,263,91,270,99
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,267,85,274,93
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,274,86,280,91
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,273,68,280,75
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2000.jpg,720,576,person,352,269,365,283
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,543,354,569,387
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,457,396,480,418
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,684,400,709,430
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,237,245,258,264
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,253,187,271,204
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,288,399,313,425
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,193,363,218,391
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,152,321,177,346
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,169,214,189,240
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,149,211,168,233
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,103,187,121,203
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,524,113,536,125
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,603,245,620,264
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,636,239,654,257
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,663,219,680,236
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,323,342,344,363
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,312,118,323,128
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,295,89,304,97
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,71,353,92,371
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,4,372,21,389
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,419,262,433,275
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2100.jpg,720,576,person,461,286,475,299
